Time;Day;Hour;Rownum;L1547777_x;L1022212_x;L1100545_x;L1132034_x;L1132035_x;L1143298_x;L1384705_x;L264453_x;L264454_x;L100353;L100354;L1022209;L1022212;L1089541;L1100545;L1132034;L1132035;L1132037;L1132038;L1143298;L1322753;L1384705;L1391361;L1456129;L1547777;L1598466;L1618689;L1618690;L264453;L264454;L280833;L311809;L313089;L313090;L313857;L314626;L317441;L420353;L442882;L529922;L67074;L74497;L74498;L74499;L75267;L75522;L82947;L82948;L88321;L88322;L92673
1494709200;7;21;283;26;20;20;20;20;12;10;20;20;27,05;9,87;1,54;0,05;0,47;20,75;5,22;1,29;9,73;5,2;3,04;15,21;11,27;31,58;84,45;9,23;3,27;17,92;19,86;0;0,18;26,32;47,92;11,76;24,16;25,03;0;44,22;37,87;10,26;45,2;7,91;4,28;16,96;6,46;19,05;48,01;1,1;0,01;82,43;117,65;55,91
1494712800;7;22;284;26;20;20;20;20;12;10;20;20;26,81;14,05;0,96;0,02;0,35;22,48;5,02;0,87;8,5;4,7;4,58;14,99;11;29,19;77,61;8,13;3,81;15,84;19,81;0,01;0,2;20,94;45,07;8,9;22,93;30,54;0;47,72;45,09;10,25;43,73;6,19;3,9;16,67;7,46;25,4;50,15;1,1;0;73,07;128,6;56,64
1494716400;7;23;285;26;20;20;20;20;12;10;20;20;24,83;12,94;0,73;0,01;0,22;21,3;4,2;2,05;8,05;6,06;6,67;16,6;9,69;29,29;66,28;10,72;3,69;15,55;18,65;0;0,07;17,73;46,44;7,74;17,51;31,08;0;48,43;40,24;8,13;40,4;5,65;3,89;13,36;7,17;23,08;48,18;1,45;0;65,97;130,01;55,53
1494720000;1;0;286;26;20;20;20;20;12;10;20;20;19,61;8,48;0,14;0;0,14;14,88;3,11;1,4;6,85;4,9;4,19;13,71;8,76;25,27;56,41;8,88;3,2;15,3;16,41;0;0;14,11;39,36;7,88;14,03;26,27;0;46,07;33,15;7,24;38,96;4,07;3,57;13,74;6,35;20,72;38,46;1,07;0;59,75;131,16;51,44
1494723600;1;1;287;26;20;20;20;20;12;10;20;20;15,09;7,05;0,17;0;0,14;11,8;2,66;1,53;5,33;4,87;3,67;9,43;7,05;19,18;45,48;5,98;1,85;12,16;14,06;0;0;11,22;27;4,48;12,6;23,24;0;34,6;30,34;5,64;31,68;4,47;3,1;12,12;4,79;14,87;32,38;0,72;0;50,88;124,06;36,13
1494727200;1;2;288;26;20;20;20;20;12;10;20;20;11,6;6,67;0,02;0;0,17;8,24;3,41;0,7;3,6;4,66;2,97;7,93;4,89;15,64;41,7;5,13;1,44;9,32;10,26;0;0;8,55;25,65;2,75;10,77;25,05;0;28,53;24,44;4,57;30,93;3,95;2,93;8,46;3,68;9,01;26,61;0,52;0;51,06;118,09;29,07
1494730800;1;3;289;26;20;20;20;20;12;10;20;20;12,24;7,17;0,01;0;0,06;7,42;2,44;1,19;2,42;3,58;2,65;6,37;3,63;12,29;34,29;3,18;1,62;7,44;8,61;0;0;6,22;24,86;3,43;9,22;21,08;0;23,99;23,02;3,88;26,12;3,66;2,78;7,32;2,89;9,06;22,07;0,08;0;42,08;89,45;24,73
1494734400;1;4;290;26;20;20;20;20;12;10;20;20;10,42;5,7;0,04;0;0,07;6,03;1,7;1,47;2,23;2,28;2,2;5,21;2,53;10,44;31,76;3,64;1,77;5,65;8,39;0;0;5,59;22,74;2,64;10,42;10,46;0;21,26;18,83;3,91;22,46;3,45;2,8;5,18;1,45;7,94;19,41;0,05;0;33,67;61,5;24,25
1494738000;1;5;291;26;20;20;20;20;12;10;20;20;11,71;5,15;0,02;0;0,02;6,24;1,88;0,68;2,82;2,56;1,91;5,29;2,33;11,47;29,17;3,15;1,29;6,26;7,38;0;0;4,91;20,17;2,84;10,47;9,02;0;19,82;17;4,01;20,79;2,39;2,78;4,44;1,57;6,49;18,04;0,07;0;27,59;48,41;22,9
1494741600;1;6;292;26;20;20;20;20;12;10;20;20;10,63;5,36;0,23;0;0,12;5,99;2,48;0,52;2,56;3,11;1,92;6,53;2,95;11,24;27,69;3,86;1,17;6,84;7,2;0;0,03;5,01;20,49;3,08;10,53;9,2;0;18,57;17,14;3,81;19,98;2,8;2,97;4,84;1,68;7,88;14,68;0,19;0;27,64;47,57;21,94
1494745200;1;7;293;26;20;20;20;20;12;10;20;20;10,31;7,61;0,25;0;0,23;7,65;2,05;0,47;2,28;3,68;1,83;7,9;2,81;12,23;33,6;4,6;1,33;7,04;9,55;0;0,04;6,25;21,42;4,85;13,86;9,65;0;20,51;20,22;4,86;22,8;3,66;2,76;5,73;1,67;8,55;16,46;0,04;0;30,15;54,25;23,35
1494748800;1;8;294;26;20;20;20;20;12;10;20;20;13,47;8,01;0,47;0;0,5;12,07;2,82;0,54;3,43;3,03;1,42;8,69;5,04;15,83;44,01;5,02;1,67;9,06;10,76;0;0,08;8,33;25,82;4,94;16,12;12,61;0;28,61;26,31;5,37;25,19;4,9;3,01;7,38;2,69;9,09;23,24;0,11;0;34,97;66,39;28,68
1494752400;1;9;295;26;20;20;20;20;12;10;20;20;18,01;10,06;0,87;0;0,48;16,91;2,93;0,61;4,45;4,28;1,78;12,82;6,22;20,67;56,54;5,91;1,61;12,39;13,9;0;0,15;11,35;29,39;5,75;17,46;19,67;0;38,4;30,86;7,41;30,37;6,43;3,14;10,01;3,62;9,93;29,26;0,21;0;43,11;81,98;33,25
1494756000;1;10;296;26;20;20;20;20;12;10;20;20;18,09;12,96;1;0,01;0,39;16,01;3,5;1,85;7,16;4,51;1,9;14,1;10,49;23,61;65,19;6,71;1,63;17,41;15,56;0;0,28;11,94;35,54;7,22;20,45;27,75;0;44,71;42,36;9,72;39,17;6,7;3,14;12,88;4,41;12,83;35,05;0,66;0;57,85;98,9;35,09
1494759600;1;11;297;26;20;20;20;20;12;10;20;20;22,27;11,85;1,01;0,01;0,4;16,87;2,57;1,87;6,1;4,8;3,02;14,08;13,42;28,4;72,1;6,4;2,33;16,17;18,31;0;0,25;13,27;41,32;8,6;19,61;27,03;0;46,47;41,51;8,59;42,66;8,3;4,16;16,75;4,38;17,55;37,32;0,84;0,01;66,69;118,28;40,16
1494763200;1;12;298;26;20;20;20;20;12;10;20;20;23,12;9,06;1,41;0,03;0,42;15,15;3,79;1,05;7,79;5,92;3,68;13,51;16,42;25,34;73,51;6,43;3,1;17,1;16,37;0;0,24;16,19;38,44;9,1;17,3;25,07;0;44,19;43,05;8,17;41,18;8,32;4,21;14,68;4,69;18,15;46,35;0,68;0;76,61;122,49;46,01
1494766800;1;13;299;26;20;20;20;20;12;10;20;20;24,52;10,65;1,41;0,03;0,84;14,73;5,05;1,19;6,96;5,27;3,86;12,7;11,88;24,03;63,55;6,91;1,93;17,29;11,94;0;0,28;18,71;38,48;9,16;15,11;25,02;0;39,87;42,77;6,38;38,66;8,43;3,56;16,48;5,99;17,99;44,52;1,45;0;75,27;113,36;43,63
1494770400;1;14;300;26;20;20;20;20;12;10;20;20;26,79;11,44;1,5;0,05;0,85;14,85;4,35;0,68;9,08;5,69;3,86;10,57;11,94;22,75;56;4,46;1,63;14,45;10,1;0,01;0,31;17,77;39,61;7,36;19,16;26,39;0;36,46;44,77;6,21;38,25;8,51;3,77;16,18;5,34;18,37;40,32;1,77;0,06;74,13;102,85;43,82
1494774000;1;15;301;26;20;20;20;20;12;10;20;20;24,99;10,11;1,66;0,04;0,27;15,14;3,71;0,54;10,08;4,49;2,77;8,58;8,87;24,03;54,18;3,11;2,43;15,37;10,4;0;0,24;18,67;39,41;7,6;18,63;26,23;0;41,58;40,98;8,3;44,48;8,9;3,65;14,56;7,45;19,82;38,44;2,02;0,59;73,05;109,32;40,01
1494777600;1;16;302;26;20;20;20;20;12;10;20;20;24,01;9,64;1,46;0,05;0,25;13,53;2,23;0,51;9,36;4,79;2,67;11,44;9,04;22,07;57,82;3,18;2,02;15,75;13,81;0,01;0,23;19,59;38,92;7,6;21,88;25,49;0;41,14;43,66;8,01;40,83;9,56;3,84;13,93;5,44;19,22;41,77;1,02;0;76,25;107,74;39,83
1494781200;1;17;303;26;20;20;20;20;12;10;20;20;23,55;9,97;1,92;0,06;0,28;13,41;2,68;0,74;11,44;6,11;3,36;13,58;11,18;26,86;59,99;5,51;2,27;17,58;17,11;0;0,31;17,47;36,24;4,68;19,07;27,41;0;42,81;42,76;8,64;41,05;9,4;3,53;14,65;4,65;19,82;39,68;1,19;0;79,08;119,27;39,95
1494784800;1;18;304;26;20;20;20;20;12;10;20;20;24,8;13,44;2,38;0,06;0,02;15,78;2,44;1,49;10,55;6,65;3,39;15,34;14,25;31,6;65,13;6,88;2,5;21,11;17,29;0;0,3;18,94;45,62;7,18;17,97;32,43;0;44,01;40,83;11,32;44,96;9,82;4,22;16,78;4,46;18,6;44,22;1,69;0;82,31;129,5;46,68
1494788400;1;19;305;26;20;20;20;20;12;10;20;20;27,07;13,4;1,99;0,04;0,01;17,37;3,8;2,11;11,49;6,75;3,4;17,48;15,1;34,29;75,95;6,55;3,14;18,6;20,28;0,01;0,2;16,86;44,99;10,9;20,96;34,66;0;51,29;47,2;11,19;48,05;9,99;3,31;19,97;3,88;20,62;48,32;1,05;0;82,01;144,14;54,88
1494792000;1;20;306;26;20;20;20;20;12;10;20;20;27,96;14,54;1,78;0,04;0,01;16,39;5,77;1,83;8,99;6,53;4,06;18,95;18,69;38,36;84,61;9,68;3,01;22,44;20,47;0,01;0,24;17,92;46,97;15,4;27,39;39,42;0;62,7;52,45;14,4;51,15;8,74;3,24;20,29;3,74;23,57;52,5;0,78;0,1;80,2;144,45;58,06
1494795600;1;21;307;26;20;20;20;20;12;10;20;20;26,31;19,55;1,33;0,02;0,01;18,57;4,77;2,3;10,33;9,47;5,97;22,3;16,45;39,03;87,64;8,42;4,73;24,13;21,82;0;0,09;20,24;54,61;11,21;30,33;40,64;0;66,3;55,82;11,89;56,13;6,94;3,05;21,91;3,43;26,81;55,93;0,28;0;77,61;154,06;65,66
1494799200;1;22;308;26;20;20;20;20;12;10;20;20;29,44;22,21;1,19;0,03;0,24;18,24;5,51;2,03;9,01;8,76;6,52;20,46;15,18;32,91;82,45;8,96;4,49;21,78;25,78;0;0,06;18,25;57,76;9,3;33,78;36,85;0;67,66;51,85;11,62;55,82;5,22;3,17;21,44;3,2;26,94;56,24;1,12;0;79,28;148,1;65,64
1494802800;1;23;309;26;20;20;20;20;12;10;20;20;24,91;19,52;0,45;0,01;0,26;14,85;3,27;1,81;8,47;8,34;4,45;17,61;11,87;27,59;75,47;7,01;4,63;17,23;22,54;0;0,02;15,4;54,89;11,22;27,33;32,6;0;58,46;47,33;9,95;47,11;3,85;3,81;18,83;3,6;25,02;54,37;0,31;0;67,65;125,17;55,58
1494806400;2;0;310;26;20;20;20;20;12;10;20;20;21,76;13,09;0,08;0;0,02;11,87;1,51;0,79;8,48;5,82;2,31;12,66;7,59;21,38;61,44;4,11;2,91;13,37;17,63;0;0;9,49;39,11;8,28;19,38;23,09;0;48,43;33,01;8,73;39,21;2,28;3,41;15,2;3,18;16,51;46,76;0,34;0;51,93;100,95;39,33
1494810000;2;1;311;26;20;20;20;20;12;10;20;20;17,19;10,05;0;0;0,02;8,03;1,64;0,3;6,41;5,26;1,41;8,28;4,21;15;43,49;2,63;1,91;9,26;13,95;0;0;9,66;26,69;4,39;15,18;21,05;0;34,58;25,29;5,62;32,54;1,76;4,18;11,61;2,55;13,32;35,98;0;0;37,17;73,45;30,48
1494813600;2;2;312;26;20;20;20;20;12;10;20;20;14,51;7,93;0;0;0,04;6,48;1,26;0,35;5,58;2,92;1,44;6,33;3,6;11,35;32,71;3,19;1,89;5,98;10,95;0;0;5,87;24,05;3,61;12,68;17,22;0;27,18;19,51;4,16;25,82;1,99;2,73;9,15;2,74;8,65;25,73;0;0;29,06;60,04;25,11
1494817200;2;3;313;26;20;20;20;20;12;10;20;20;11,37;7,01;0;0;0,03;5,25;0,49;0,49;3,59;2,17;0,65;6,66;5,21;11,07;28,42;3,22;1,82;5,97;9,81;0;0;4,31;20,12;4,33;10,85;15,13;0;24,51;19,2;4,39;24,69;2,05;2,2;7,09;2,86;7,23;21,22;0;0;27,82;55,48;21,3
1494820800;2;4;314;26;20;20;20;20;12;10;20;20;10,86;6,03;0,01;0;0,04;6;0,68;0,2;2,76;3,02;0,53;6,22;4,34;11,62;26,63;2,58;1,95;5,44;9,44;0;0;4,26;19,32;3,78;9,2;10,12;0;24,51;18,15;5,51;24,77;1,82;2,18;6,96;2,31;8,5;17,64;0,01;0;27,38;50,25;19,06
1494824400;2;5;315;26;20;20;20;20;12;10;20;20;11,94;5,97;0,51;0;0,02;6,54;0,79;0,24;2,95;3,02;0,7;6,87;4,18;12,05;27,95;1,97;2,1;7,87;8,6;0;0,05;4,9;18,23;4,77;10,98;10,17;0;26,81;18,57;5,76;26,53;3,67;2,48;7,33;2,5;8,72;18,98;0,03;0;29,24;49,25;22,09
1494828000;2;6;316;26;20;20;20;20;12;10;20;20;12,12;7,28;1,48;0,01;0,04;9,6;0,96;0,96;4,43;4,12;1,68;8,49;4,81;14,97;31,8;3,28;2,9;12,9;7,9;0;0,33;6,35;19,54;5,96;12,39;16,79;0;31,28;26,57;5,72;27,14;8,8;4,16;12,85;2,98;10,91;20,65;0,02;0;37,99;61,21;25,64
1494831600;2;7;317;26;20;20;20;20;12;10;20;20;14,97;9,82;3,64;0,04;0,75;11,92;2,17;1,85;8,2;9,6;1,99;13,13;6,47;19,63;41,19;6,2;3,61;21,92;11,54;0,01;0,75;11,87;28,73;6,27;15,03;29,11;0;34,27;38,09;7,07;31,68;16,67;8,38;18,63;5,25;17,98;34,83;0,37;0;57,26;75,81;35,02
1494835200;2;8;318;26;20;20;20;20;12;10;20;20;16,77;10,46;5,37;0,03;4,66;21,62;3,49;2,06;15,06;20,1;2,57;23,2;8,17;18,95;49,35;8,38;2,86;25,4;11,87;0;1,09;14,78;31,45;8,41;16,79;32,86;0;32,08;53,52;6,24;42,32;23,76;19,95;25,03;9,85;20,95;48,64;0,49;0,02;73,61;107,89;47,91
1494838800;2;9;319;26;20;20;20;20;12;10;20;20;17,11;11,94;4,06;0,02;8,78;26,91;3,44;1,1;18,05;26,53;2,44;22,32;8,68;18,48;51,43;7,7;2,69;20,62;10,49;0;0,73;17,97;31,96;12,46;17,93;30,56;0;30,79;67,79;7,15;55,43;20,84;33,22;26,72;16,56;18,74;51,89;0,54;0,1;77,31;119,2;51,56
1494842400;2;10;320;26;20;20;20;20;12;10;20;20;16,3;10,93;1,88;0,02;11,5;27,29;4,33;0,57;20,24;26,18;3,48;21,33;9,86;17,82;58,54;4,82;2,82;17,62;9,3;0;0,48;24,11;32,15;13,61;16,23;32,39;0;32,64;76,22;7,23;59,52;17,03;35,8;29,46;18,07;18,97;56,1;0,54;0,31;84,69;122,16;48,43
1494846000;2;11;321;26;20;20;20;20;12;10;20;20;15,91;9,31;2,33;0,02;12,22;30,2;2,58;0,46;21,31;24,92;5,37;33,08;9,56;20,06;61,04;5,3;2,45;19,11;8,85;0;0,3;25,88;36,59;13,31;19,45;29,8;0;38,67;75;8,41;63,01;17,62;38,11;30,08;16,68;20,22;58,94;1,53;0,37;91,44;133,57;50,39
1494849600;2;12;322;26;20;20;20;20;12;10;20;20;18;9,4;1,75;0,05;12,12;39,91;4,38;0,73;18,1;24,49;5,34;25,79;9,38;19,14;62,26;7,13;2,7;18,29;8,14;0;0,41;30,15;32,38;13,37;19,07;29,75;0;35,47;72,59;7,96;56,07;15,46;40,83;30,71;17,3;18,88;62,39;1,05;0,36;95,44;140,04;47,36
1494853200;2;13;323;26;20;20;20;20;12;10;20;20;19,23;9,06;1,97;0,04;13,21;35,58;3,85;1,07;20,5;26,5;4,87;20,88;9,18;20,19;65,26;6,62;2,42;19,39;8,25;0;0,38;28,03;30,59;14,23;19,16;28,32;0;31,11;72,49;7,35;58,21;17,07;32,68;33,28;17,87;20,46;63,1;0,83;0,4;96,06;140,85;52,06
1494856800;2;14;324;26;20;20;20;20;12;10;20;20;19,67;10,76;2,19;0,08;12,71;39,67;5,42;1,54;20,47;25,4;5,29;16,69;10,48;21,54;63,63;5,87;3,1;20,64;9,3;0,01;0,39;28,49;30,02;14,58;18,42;27,25;0;30,95;69,09;6,2;51,94;17,99;28,14;31,64;18,48;22,61;60,07;0,63;0,16;99,38;144,25;51,57
1494860400;2;15;325;26;20;20;20;20;12;10;20;20;20,61;10,98;3,16;0,11;11,19;37,45;4,27;1,09;22,01;20,39;3,13;14,21;10,5;23,89;55,04;6,25;2,98;24,39;8,85;0,01;0,65;27,22;32,75;10,17;17,34;29,57;0;33,47;67,32;7,19;56,34;21,47;23,74;35,9;16,26;26,36;57,76;0,8;0,07;106,13;145,83;62,89
1494864000;2;16;326;26;20;20;20;20;10;10;20;20;23,23;13,01;3,4;0,16;6,44;30,97;4,73;0,9;18,09;12,54;2,69;14,43;11,52;21,85;56,37;6,01;4,22;25,49;13,37;0,03;0,68;30,95;34,42;11,88;20,74;40,89;0;33,43;60,64;8,06;53,22;22,9;18,45;34,95;12,93;27,99;56,07;1,23;0,09;116,11;151,18;58,19
1494867600;2;17;327;26;20;20;20;20;10;10;20;20;20,49;13,29;2,51;0,12;3,04;24,47;4,8;1,38;15,16;7,29;3,63;13,56;14,42;25,75;58,92;8,03;3,03;24,99;15,35;0,02;0,6;29,82;37,48;13,45;19,83;39,44;0;39,75;54,07;8,63;54,45;18,21;10,59;25,24;11,36;28,31;50,97;1,98;0,18;104,67;146,14;58,05
1494871200;2;18;328;26;20;20;20;20;10;10;20;20;21,73;15,34;1,92;0,08;1,03;21,35;4,83;1,61;11,94;6,26;4,46;14,28;14,84;28,93;67,24;9,96;3,26;22,38;15,94;0,02;0,38;25,33;45,28;13,35;21,98;38,92;0;46,58;58,97;9,19;56,31;12,42;6,58;21,41;10,55;28,06;48,48;2,21;0,26;93,88;141,21;56,45
1494874800;2;19;329;26;20;20;20;20;10;12;20;20;28,16;15,8;1,43;0,06;0,53;19,27;4,99;1,74;10,81;7,18;4,91;13,77;14,28;32,17;73,54;11,03;3,28;21,34;19,9;0,01;0,33;21,97;51,59;11,74;24,66;37,03;0;58,28;57,42;11,47;56,96;11,57;4,74;20,47;8,59;22,26;47,74;1,85;0,41;89,84;142,23;63,83
1494878400;2;20;330;26;20;20;20;20;10;12;20;20;29,08;19,91;1,37;0,07;0,33;21,6;4,34;1,73;10,65;8,12;3,85;13,66;13,71;30,42;85,16;10,96;4,71;21,37;17,53;0,06;0,28;23,4;52,98;13,34;28,96;41,21;0;60,53;56,02;13,23;53,04;9,94;5,38;22,48;6,69;22,07;46,38;1,2;0,31;90,29;151,43;64,13
1494882000;2;21;331;26;20;20;20;20;10;12;20;20;27,22;21,32;1,07;0,04;0,18;25,38;4,51;1,4;10,08;6,28;5,6;19,7;16,82;36,6;91,3;9,66;6,11;20,2;21,38;0,01;0,17;22,78;59,16;14,71;35,16;44,32;0;66,42;59;13,91;56,23;7,51;4,25;25,62;5,77;24,78;54,79;0,45;0,11;90,65;160,42;65,35
1494885600;2;22;332;26;20;20;20;20;10;12;20;20;30,59;20,69;0,6;0,03;0,35;22,93;3,65;1,84;10,17;5,91;5,43;18,96;16,53;31,88;94,26;8,83;4,48;19,96;22,88;0;0,08;21,21;61,38;15,51;32,12;41,39;0;66,13;56,68;11,7;58,68;5;4,46;23,32;3,54;26,61;60,22;0,11;0,16;80,95;161,91;63,94
1494889200;2;23;333;26;20;20;20;20;10;12;20;20;25,29;17,29;0,3;0,01;0,13;17,62;4,04;1,81;10,08;5,28;4,06;13,8;12,71;24,21;86,81;5,42;4,56;17,07;24,76;0;0,05;18,66;55,56;13,84;30,84;31,14;0;53,51;47,32;10,92;52,81;4;4,49;17,42;3,14;29,03;57,49;0,32;0,05;68,5;133,89;54,6
1494892800;3;0;334;26;20;20;20;20;10;12;20;20;17,28;12,88;0,02;0;0,03;11,81;3,31;2,02;8,09;4,56;3,5;9,61;10,88;18,06;64,85;4,75;2,96;11,34;14,51;0;0;14;43,11;10,57;20,51;23,99;0;41,99;36,66;8,83;41,18;2,3;3,59;13,66;3,12;21,41;43,56;0,1;0;51,96;110,29;43,14
1494896400;3;1;335;26;20;20;20;20;10;12;20;20;12,79;8,78;0;0;0,04;8,51;1,68;1,63;5,58;4,18;3,65;6,15;7,05;14,2;44,44;3,81;2,12;8,17;11,3;0;0;10,67;31,06;9,51;15,59;15,37;0;35,58;26,63;7,46;35,63;1,15;3,77;9,38;2,53;12,71;31,32;0;0;35,33;80,55;32,35
1494900000;3;2;336;26;20;20;20;20;10;12;20;20;11,84;8,37;0,01;0;0,04;7,47;1,52;0,88;4,28;3,88;2,7;5,49;4,37;10,58;34,33;4,04;1,95;5,98;9,32;0;0;10,34;24,54;6,19;12,83;13,16;0;28,16;21,75;6;29,89;0,88;3,23;7,74;2,21;9,12;22,02;0;0;29,16;64,06;30,1
1494903600;3;3;337;26;20;20;20;20;10;12;20;20;11,55;7,29;0,01;0;0,03;7,27;1,33;0,89;4,66;3,9;1,32;4,97;3,27;10,88;32,7;4,18;2,37;5,62;8,91;0;0;8,89;23,02;4,86;11,5;14,47;0;24,64;18,61;5,61;24,69;1;3,65;7,38;2,41;6,72;17,62;0,01;0;27,1;57,3;26,27
1494907200;3;4;338;26;20;20;20;20;10;12;20;20;11,62;7,52;0,03;0;0,03;7,91;0,6;0,74;4,71;3,9;1,24;5,42;2,64;10,26;29,28;3,6;2,38;5,59;8,12;0;0;7,92;21,97;5,06;11,09;11,62;0;22,75;21,21;5,34;26,44;1,24;3,06;5,36;2,29;6,29;18,03;0;0;24,25;52,42;23,94
1494910800;3;5;339;26;20;20;20;20;10;10;20;20;11,81;7,51;0,49;0;0,03;7,42;0,69;0,62;4,51;3,99;1,69;6,22;2,25;10,56;29,75;2,44;1,87;6,24;8,02;0;0,09;7,62;21,63;5,07;12,36;11,47;0;26,46;22,15;5,33;27,06;2,96;3,25;6,58;2,85;5,99;17,11;0,02;0,01;25,63;54,71;24,66
1494914400;3;6;340;26;20;20;20;20;10;10;20;20;12,39;8,29;1,64;0,01;0,26;11,27;0,95;1,26;7,41;4,87;2,14;8,89;3,92;12,79;34,52;4,44;3,3;11,57;9,06;0;0,26;10,29;25,64;7,12;15,04;17,67;0;31,61;28,28;6,74;31,17;9,31;4,75;11,23;3,32;10,12;21,36;0,13;0,11;40,72;68,24;25,95
1494918000;3;7;341;26;20;20;20;20;10;10;20;20;17,43;12,74;3,99;0,02;1,34;16,29;2,71;1,29;9,81;11,72;3,01;12,35;5,98;20,16;39,12;5,85;3,14;21,05;9,87;0;0,8;16,97;30,79;7,1;15,92;25,34;0;33,59;40,93;9,66;38,44;19,23;10,79;18,17;7,58;16,78;32,92;0,46;0,55;57,96;86,93;36,31
1494921600;3;8;342;26;20;20;20;20;10;10;20;20;17,77;12,83;5,36;0,04;4,17;21,47;4,34;2,91;15,52;21,08;3;21,09;8,52;21,05;51,29;5,5;2,28;26,02;10,21;0;1,14;18,86;40,42;9,5;17,91;33,36;0;26,04;56,92;9,34;46,46;22,56;22,54;27,47;12,29;21,33;47,18;0,98;1,62;78,62;108,4;53,88
1494925200;3;9;343;26;20;20;20;20;10;10;20;20;16,05;10,88;3,32;0,04;9,54;31,31;4,5;2,63;19,57;27,39;2,88;30,52;10,05;20,5;53,91;4,67;3,16;20,68;10,23;0,01;0,76;20,89;39,49;10,77;21,27;30,46;0;29,67;65,58;5;55,94;16,92;30,1;27,74;13,15;17,38;51,49;0,91;5,37;77,4;123,07;50,73
1494928800;3;10;344;26;20;20;20;20;10;10;20;20;12,87;8,59;1,98;0,02;10,74;32,67;4,02;1,83;21,33;30;3,76;29,21;8,71;18,55;54,23;4,18;3,24;16,07;11,77;0;0,37;22,78;40,05;12,29;22,01;25,77;0;32,01;65,09;3,21;57,26;13,52;29,7;25,37;17,81;17,36;50,82;1,09;4,91;82,64;130,64;49,96
1494932400;3;11;345;26;20;20;20;20;10;10;20;20;14,36;8,34;2,04;0,05;12,72;31,54;4,75;0,89;21,65;26,97;4,14;24,85;12,46;19,91;56,33;5,5;3,35;18,27;12,52;0;0,47;30,45;36,95;13,79;22,81;25,72;0;31,96;66,96;4,59;62,96;15,57;31,23;26,55;16,1;18,52;60,9;1,52;7,19;89,33;152,05;47,98
1494936000;3;12;346;26;20;20;20;20;10;10;20;20;15,22;8,82;1,96;0,02;13,2;36,02;3,83;1,3;22,61;26,43;3,5;12,68;12,48;18,95;57,73;4,88;3,75;20,36;11,36;0,01;0,25;33,14;29,96;15,76;17,48;24,11;0;29,51;70,22;6,87;55,62;17,39;31,14;29,23;17,38;20,44;62,12;1,73;5,83;96,72;149,47;51,84
1494939600;3;13;347;26;20;20;20;20;10;10;20;20;19,72;9,3;1,75;0,04;11,85;35,09;5,26;0,9;23,79;28,12;5,66;13,8;10,75;21,62;53,26;6,87;2,34;19,34;11,95;0,01;0,32;30,98;31,91;13,42;16,11;27,34;0;27,36;67,07;5,13;57,15;15,52;28,5;29,5;18,49;19,77;60,65;1,7;5,79;91,83;151,4;49,03
1494943200;3;14;348;26;20;20;20;20;10;10;20;20;20,84;11,37;2,46;0,1;12,41;33,35;5,96;1,22;21,07;27,22;5,01;13,28;11,64;21,11;48,63;5,32;2,66;21,36;13,32;0,01;0,41;32,75;32,52;11,81;15,92;27,96;0;29,73;63,79;5,72;57,89;17,13;27,55;29,9;17,59;22,4;53,36;2,98;6,99;94,95;141,84;52,34
1494946800;3;15;349;26;20;20;20;20;10;10;20;20;20,8;11,12;3,08;0,13;9,15;29,37;5,47;1,4;23,39;21,01;3,29;14,52;12,14;25,17;49,73;4,24;3,57;23,58;12,87;0,01;0,87;28,93;32,06;12,72;18,61;31,47;0;30,62;65,56;7,2;47,86;20,47;23,87;32,29;19,55;30,3;53,05;1,68;4,31;102,28;141,85;54,9
1494950400;3;16;350;26;20;20;20;20;10;10;20;20;19,93;11,84;3,4;0,16;5,93;25,39;5,14;0,81;18,04;13,03;2,61;16,07;12,69;26,12;53,82;4,62;3,17;27,14;13,97;0,03;0,88;29,3;34,55;14,21;15,72;35,74;0;36,98;60,71;5,56;54,53;18,82;18,25;33,91;12,71;37,21;55,62;3,83;3,6;113,28;141,14;59,31
1494954000;3;17;351;26;20;20;20;20;10;10;20;20;22,35;11,24;2,78;0,1;2,15;22,65;3,79;1,33;13,28;8,78;5,44;14,19;11,94;25,44;63,18;7,2;2,77;24,32;18,98;0,02;0,71;27,48;37,48;14,91;16,26;38,22;0;46,36;57,38;7,74;56,04;15,42;10,62;28,76;11,68;37,76;50,99;3,33;0,94;106,99;141,31;58,71
1494957600;3;18;352;26;20;20;20;20;10;10;20;20;24,73;11,01;2,16;0,09;0,97;20,37;4,24;1,23;13,57;7,59;5,91;13,82;11,65;26,98;67,11;5,69;2,66;19,9;21,13;0,02;0,39;26,57;43,07;12,42;19,2;38,5;0;58,05;52,58;7,49;56,18;12,01;6,71;26,21;9,99;32,75;42,61;2,93;0,4;97,19;129,12;58,46
1494961200;3;19;353;26;20;20;20;20;10;10;20;20;27,43;11,81;1,52;0,09;0,22;18,29;4,94;1,38;15,98;5,94;5,23;16,59;14,11;28,09;78,19;6,04;2,12;17,91;23,64;0,01;0,29;22,27;48,27;13,24;21,16;39,56;0;65,28;47,68;11;52,1;10,25;5,79;24,48;9,24;29,56;47,24;1,54;0,13;86,16;121,72;56,43
